"Revenue","OS","Gender"
932.02802424932,"Android","Male"
1735.54570393354,"Android","Male"
1559.56507660367,"Android","Male"
3035.52132603731,"Android","Male"
809.591804472988,"Android","Male"
1016.26536357332,"Android","Male"
1439.83678548586,"Android","Male"
3549.19578178741,"Android","Male"
0,"Android","Male"
1243.88271708113,"Android","Male"
1841.70557298829,"Android","Male"
1751.02391521517,"Android","Male"
618.826396519368,"Android","Male"
1448.09992324249,"Android","Male"
575.963398120193,"Android","Male"
2257.44072848075,"Android","Male"
2767.2445025245,"Android","Male"
0,"Android","Male"
2982.93334238518,"Android","Male"
0,"Android","Male"
1932.57066610038,"Android","Male"
1235.19014798565,"Android","Male"
863.349376429213,"Android","Male"
1601.40962977233,"Android","Male"
1913.38074671649,"Android","Male"
2486.10391633953,"Android","Male"
0,"Android","Male"
0,"Android","Male"
2713.28070459034,"Android","Male"
1909.14876538699,"Android","Male"
2260.68497463713,"Android","Male"
2532.6279993351,"Android","Male"
0,"Android","Male"
2803.47159571198,"Android","Male"
987.970036264199,"Android","Male"
1672.93928720443,"Android","Male"
1148.90024177875,"Android","Male"
2470.60820214792,"Android","Male"
1102.23381260838,"Android","Male"
2010.3213782538,"Android","Male"
1066.1028949869,"Android","Male"
567.035269479261,"Android","Male"
2946.05018620859,"Android","Male"
2294.53405554802,"Android","Male"
3672.9448879596,"Android","Male"
1495.27865754341,"Android","Male"
2824.43956155787,"Android","Male"
1161.05752442743,"Android","Male"
0,"Android","Male"
1198.99307431675,"Android","Male"
1222.13527140346,"Android","Male"
1586.70102694129,"Android","Male"
3656.82420505021,"Android","Male"
1121.63722824399,"Android","Male"
1835.35074053494,"Android","Male"
1209.62817158837,"Android","Male"
1449.31324345707,"Android","Male"
1767.04674081969,"Android","Male"
3116.02196983202,"Android","Male"
1554.25154972813,"Android","Male"
2257.62284802313,"Android","Male"
2344.92564284591,"Android","Male"
2529.31817776394,"Android","Male"
917.150094082751,"Android","Male"
3539.94678880186,"Android","Male"
1074.36578983494,"Android","Male"
1324.13037733677,"Android","Male"
568.652931830403,"Android","Male"
703.024444531484,"Android","Male"
0,"Android","Male"
1619.33822875626,"Android","Male"
1600.89050097601,"Android","Male"
1824.95340078661,"Android","Male"
2052.06047691642,"Android","Male"
895.999076322219,"Android","Male"
626.139714522008,"Android","Male"
2685.32657623019,"Android","Male"
2307.97262639935,"Android","Male"
0,"Android","Male"
1334.41729719399,"Android","Male"
688.02432194523,"Android","Male"
0,"Android","Male"
1585.02360624996,"Android","Male"
1349.91846769081,"Android","Male"
1332.26458163959,"Android","Male"
1656.93407197722,"Android","Male"
2484.95775748285,"Android","Male"
1645.31207013609,"Android","Male"
884.932111017612,"Android","Male"
797.903460826391,"Android","Male"
1299.16850210446,"Android","Male"
1762.4197852338,"Android","Male"
598.260650643211,"Android","Male"
1249.66007551074,"Android","Male"
2602.02844550884,"Android","Male"
1321.72345724334,"Android","Male"
824.076804826844,"Android","Male"
1166.00150398681,"Android","Male"
2049.42512871723,"Android","Male"
2984.3450105806,"Android","Male"
1573.20478233158,"Android","Male"
1879.31105165137,"Android","Male"
929.544246505128,"Android","Male"
2119.00359701688,"Android","Male"
970.775411322104,"Android","Male"
0,"Android","Male"
1561.35068230769,"Android","Male"
2374.43507175252,"Android","Male"
1818.81877582028,"Android","Male"
890.91743594867,"Android","Male"
1233.01551906319,"Android","Male"
1168.41428994107,"Android","Male"
1001.21168397756,"Android","Male"
2246.26938177573,"Android","Male"
508.576141634785,"Android","Male"
2462.97079947602,"Android","Male"
2459.95385327595,"Android","Male"
507.896738477712,"Android","Male"
2162.52728182316,"Android","Male"
930.513857030263,"Android","Male"
2433.78591041587,"Android","Male"
764.558431800786,"Android","Male"
2804.08954357103,"Android","Male"
1694.33421150671,"Android","Male"
0,"Android","Male"
1377.33051013905,"Android","Male"
954.359014992144,"Android","Male"
1237.62084266658,"Android","Male"
875.001340413151,"Android","Male"
729.204709211056,"Android","Male"
2085.33582953977,"Android","Male"
570.050567489362,"Android","Male"
514.622542269916,"Android","Male"
1532.84295591723,"Android","Male"
2028.22954280477,"Android","Male"
2095.42937565636,"Android","Male"
1143.07024370692,"Android","Male"
1510.21445820992,"Android","Male"
2593.6757341656,"Android","Male"
0,"Android","Male"
764.879401833725,"Android","Male"
1774.32623318811,"Android","Male"
1020.84754322714,"Android","Male"
2206.04208451918,"Android","Male"
1502.56763997797,"Android","Male"
0,"Android","Male"
1455.07481374169,"Android","Male"
1130.15423288687,"Android","Male"
1327.44975457363,"Android","Male"
517.154535096048,"Android","Male"
1985.92840101594,"Android","Male"
598.693490100798,"Android","Male"
1210.96486413068,"Android","Male"
1845.23119977546,"Android","Male"
763.646355512774,"Android","Male"
2090.71008146267,"Android","Male"
0,"Android","Male"
0,"Android","Male"
1944.89720641798,"Android","Male"
2427.86901770336,"Android","Male"
1157.17034632417,"Android","Male"
1992.63310416265,"Android","Male"
531.266847634443,"Android","Male"
1303.61271973625,"Android","Male"
0,"Android","Male"
2904.71398383996,"Android","Male"
1401.11503916804,"Android","Male"
1395.15030389217,"Android","Male"
0,"Android","Male"
2360.32595461044,"Android","Male"
854.688415493949,"Android","Male"
0,"Android","Male"
1144.8240123797,"Android","Male"
718.979574245877,"Android","Male"
1060.73368487042,"Android","Male"
0,"Android","Male"
3623.30661212689,"Android","Male"
1412.46606692252,"Android","Male"
2753.3114380467,"Android","Male"
0,"Android","Male"
1013.91236600017,"Android","Male"
840.841781530523,"Android","Male"
0,"Android","Male"
3427.81631076521,"Android","Male"
0,"Android","Male"
1772.01581683081,"Android","Male"
2435.86439003037,"Android","Male"
1615.36064878111,"Android","Male"
701.583598498906,"Android","Male"
2565.78044740356,"Android","Male"
1607.11076276373,"Android","Male"
584.127816113268,"Android","Male"
0,"Android","Male"
838.622334677218,"Android","Male"
0,"Android","Male"
2028.56425391904,"Android","Male"
1762.66379708871,"Android","Male"
0,"Android","Male"
1314.00489032778,"Android","Male"
2844.96652355386,"Android","Male"
2158.21076490934,"Android","Male"
981.545210841657,"Android","Male"
728.972143526288,"Android","Male"
1718.1818961838,"Android","Male"
1592.80823322835,"Android","Male"
2150.00489529087,"Android","Male"
1061.77534664265,"Android","Male"
2508.10828384632,"Android","Male"
731.252486291532,"Android","Male"
1117.79693477717,"Android","Male"
2294.42117677776,"Android","Male"
2633.70283460396,"Android","Male"
0,"Android","Male"
1539.28859041119,"Android","Male"
2123.33032889715,"Android","Male"
0,"Android","Male"
1963.90720036938,"Android","Male"
733.036477514653,"Android","Male"
2676.14371076677,"Android","Male"
2035.04284616912,"Android","Male"
2331.85692206028,"Android","Male"
1553.61532564941,"Android","Male"
2459.26707820799,"Android","Male"
3191.20249599846,"Android","Male"
1400.06911778155,"Android","Male"
0,"Android","Male"
1460.62111725654,"Android","Male"
1645.27217944327,"Android","Male"
1276.82733391144,"Android","Male"
2072.23196716725,"Android","Male"
2662.70051583283,"Android","Male"
961.467944565995,"Android","Male"
1149.84200841717,"Android","Male"
1864.58013201053,"Android","Male"
935.985894351083,"Android","Male"
1522.52814611568,"Android","Male"
0,"Android","Male"
551.494502176309,"Android","Male"
0,"Android","Male"
715.930903168757,"Android","Male"
827.798478389216,"Android","Male"
1846.2646585767,"Android","Male"
2622.72478130904,"Android","Male"
803.197681028101,"Android","Male"
624.210699381072,"Android","Male"
597.060749199263,"Android","Male"
1045.96136683259,"Android","Male"
1199.28627389855,"Android","Male"
1967.55146716011,"Android","Male"
1125.85154664838,"Android","Male"
0,"Android","Male"
1338.01960440691,"Android","Male"
2913.31862900457,"Android","Male"
2919.64560526739,"Android","Male"
759.872001279478,"Android","Male"
0,"Android","Male"
1270.1572595308,"Android","Male"
1332.18520289223,"Android","Male"
1891.56389414183,"Android","Male"
0,"Android","Male"
802.600088451703,"Android","Male"
0,"Android","Male"
827.951399763555,"Android","Male"
1551.63043571111,"Android","Male"
0,"Android","Male"
2099.52728427779,"Android","Male"
1738.85829096096,"Android","Male"
682.651972373291,"Android","Male"
1668.18066477281,"Android","Male"
2304.02744649148,"Android","Male"
2733.71192850546,"Android","Male"
1223.23257383166,"Android","Male"
1335.8821433079,"Android","Male"
1342.60722221965,"Android","Male"
3278.53209544863,"Android","Male"
2824.53806993465,"Android","Male"
2419.55769643939,"Android","Male"
1155.839952179,"Android","Male"
1835.62809929253,"Android","Male"
1871.02708847403,"Android","Male"
597.070034268145,"Android","Male"
0,"Android","Male"
2165.52638915596,"Android","Male"
0,"Android","Male"
1430.27232283286,"Android","Male"
1694.8073070089,"Android","Male"
2066.69270011014,"Android","Male"
1627.60015651163,"Android","Male"
799.290296950051,"Android","Male"
2628.66392304452,"Android","Male"
2483.19799930791,"Android","Male"
0,"Android","Male"
3218.55772353069,"Android","Male"
1372.63458575919,"Android","Male"
2018.23584219183,"Android","Male"
2140.19996869865,"Android","Male"
1332.92629806368,"Android","Male"
1353.7759068543,"Android","Male"
2255.99776792382,"Android","Male"
2194.60836442367,"Android","Male"
1647.27260417971,"Android","Male"
0,"Android","Male"
989.842237618244,"Android","Male"
1837.27126029911,"Android","Male"
1320.34542549669,"Android","Male"
2001.65808939217,"Android","Male"
1654.51368532908,"Android","Male"
1247.97224667161,"Android","Male"
1310.07898317399,"Android","Male"
2665.72616605242,"Android","Male"
1233.73924942387,"Android","Male"
0,"Android","Male"
1238.89581947593,"Android","Male"
2036.66786637259,"Android","Male"
2133.09252318024,"Android","Male"
2133.23527412737,"Android","Male"
0,"Android","Male"
1830.36111387479,"Android","Male"
2602.85260796021,"Android","Male"
3041.72455138208,"Android","Male"
1212.11815085591,"Android","Male"
1125.35457129745,"Android","Male"
0,"Android","Male"
1027.42641418783,"Android","Male"
1935.82102391547,"Android","Male"
0,"Android","Male"
1727.84865815623,"Android","Male"
3873.67892917588,"Android","Male"
1424.4743020367,"Android","Male"
1163.75977410989,"Android","Male"
1956.95795293084,"Android","Male"
1163.20782054716,"Android","Male"
2391.21561687893,"Android","Male"
2515.09032007932,"Android","Male"
1431.29116757902,"Android","Male"
519.814633739014,"Android","Male"
0,"Android","Male"
902.808990134386,"Android","Male"
2369.69542040761,"Android","Male"
0,"Android","Male"
0,"Android","Male"
856.890284993404,"Android","Male"
1860.50736312379,"Android","Male"
676.606289364785,"Android","Male"
2490.82174002851,"Android","Male"
1789.2589100713,"Android","Male"
1262.43792729767,"Android","Male"
1853.39600512312,"Android","Male"
1019.89569244266,"Android","Male"
1673.49206640836,"Android","Male"
2172.82565679777,"Android","Male"
1815.82244317086,"Android","Male"
853.74772461276,"Android","Male"
2447.77130399979,"Android","Male"
2864.30298782203,"Android","Male"
1724.05849673029,"Android","Male"
1578.56686729547,"Android","Male"
1353.4220986622,"Android","Male"
1724.10477907588,"Android","Male"
1274.04549880191,"Android","Male"
0,"Android","Male"
0,"Android","Male"
1351.42070258524,"Android","Male"
1646.07753768511,"Android","Male"
1724.73392752087,"Android","Male"
2402.13822489405,"Android","Male"
1240.50669798046,"Android","Male"
671.492179383053,"Android","Male"
502.616604497528,"Android","Male"
0,"Android","Male"
1346.30174350703,"Android","Male"
2359.56667823677,"Android","Male"
1173.38122909062,"Android","Male"
903.657259303494,"Android","Male"
1085.12818409593,"Android","Male"
0,"Android","Male"
523.697952137269,"Android","Male"
0,"Android","Male"
2724.14099456008,"Android","Male"
899.488222187012,"Android","Male"
2359.08761787067,"Android","Male"
3385.2885179571,"Android","Male"
1242.71391336799,"Android","Male"
1732.66057120708,"Android","Male"
0,"Android","Male"
739.487679976626,"Android","Male"
1486.01834020328,"Android","Male"
1749.9393607409,"Android","Male"
780.492515844891,"Android","Male"
1009.64768794832,"Android","Male"
1494.33400604369,"Android","Male"
1402.4413020003,"Android","Male"
864.505159489077,"Android","Male"
1398.7735446908,"Android","Male"
2064.68999173922,"Android","Male"
1332.22271705978,"Android","Male"
2670.80915299091,"Android","Male"
531.127623866646,"Android","Male"
894.748164113262,"Android","Male"
0,"Android","Male"
1100.12109228214,"Android","Male"
1581.35977469734,"Android","Male"
3535.43230846127,"Android","Male"
2524.41012408272,"Android","Male"
1576.80263217782,"Android","Male"
0,"Android","Male"
707.675692009731,"Android","Male"
1269.345279584,"Android","Male"
2833.06658420361,"Android","Male"
954.113865500661,"Android","Male"
540.595682000086,"Android","Male"
1578.05082427374,"Android","Male"
563.133047657719,"Android","Male"
2513.82696035277,"Android","Male"
3338.87199309769,"Android","Male"
2369.99054903196,"Android","Male"
2998.35603595005,"Android","Male"
1299.09968599236,"Android","Male"
1959.54139684202,"Android","Male"
639.572217403699,"Android","Male"
1248.82773264514,"Android","Male"
2961.7742155942,"Android","Male"
2038.52341761965,"Android","Male"
1935.69451733784,"Android","Male"
599.187255634014,"Android","Male"
893.998923636704,"Android","Male"
776.836032961051,"Android","Male"
1861.57134880785,"Android","Male"
628.103567920939,"Android","Male"
2064.40725917504,"Android","Male"
553.475987957767,"Android","Male"
1939.6020223544,"Android","Male"
822.201704574584,"Android","Male"
1684.53591785499,"Android","Male"
1098.79583208374,"Android","Male"
1833.17638179916,"Android","Male"
1687.30810637129,"Android","Male"
613.664760505162,"Android","Male"
758.246802368625,"Android","Male"
1750.51687478323,"Android","Male"
2767.02028623731,"Android","Male"
878.779936011289,"Android","Male"
2408.09775354596,"Android","Male"
1380.02873956854,"Android","Male"
1752.47774060309,"Android","Male"
1706.13895342283,"Android","Male"
515.121946519385,"Android","Male"
1532.67516088989,"Android","Male"
0,"Android","Male"
2099.34199244963,"Android","Male"
2784.0404971038,"Android","Male"
3284.53416875846,"Android","Male"
0,"Android","Male"
1882.27446674996,"Android","Male"
1046.44137929635,"Android","Male"
1223.87465519362,"Android","Male"
1391.95973876071,"Android","Male"
1826.0091842306,"Android","Male"
2195.56973563272,"Android","Male"
1334.08760445212,"Android","Male"
1635.09083518058,"Android","Male"
1904.13206155736,"Android","Male"
1626.86536009473,"Android","Male"
0,"Android","Male"
1431.45735877008,"Android","Male"
1215.44720718135,"Android","Male"
1417.44289367968,"Android","Male"
916.357879666171,"Android","Male"
832.533242046918,"Android","Male"
807.934341600418,"Android","Male"
1221.70929979318,"Android","Male"
3173.41770479767,"Android","Male"
2716.74887689203,"Android","Male"
1092.31698050279,"Android","Male"
0,"Android","Male"
721.979197489482,"Android","Male"
1010.16423472297,"Android","Male"
1535.53984017467,"Android","Male"
850.340611750494,"Android","Male"
1169.29224236447,"Android","Male"
0,"Android","Male"
1290.16429341325,"Android","Male"
618.984311198982,"Android","Male"
1591.51773026579,"Android","Male"
1676.28892938238,"Android","Male"
1815.01251859466,"Android","Male"
0,"Android","Male"
1661.96864927005,"Android","Male"
1762.9153798673,"Android","Male"
0,"Android","Male"
2585.47775989618,"Android","Male"
2352.01634539852,"Android","Male"
1592.10737309248,"Android","Male"
1476.23394606236,"Android","Male"
1528.11409926263,"Android","Male"
1500.07021208137,"Android","Male"
0,"Android","Male"
0,"Android","Male"
1351.55181331742,"Android","Male"
911.990382982524,"Android","Male"
1484.49021723348,"Android","Male"
0,"Android","Male"
0,"Android","Male"
562.021198547475,"Android","Male"
2628.23413569423,"Android","Male"
563.743998656983,"Android","Male"
752.593845881565,"Android","Male"
1510.60269844818,"Android","Male"
1124.60742370569,"Android","Male"
1581.04717713603,"Android","Male"
548.825693602034,"Android","Male"
1139.78391183616,"Android","Male"
962.442604513531,"Android","Male"
773.419924153081,"Android","Male"
1347.11373208172,"Android","Male"
2355.97628362174,"Android","Male"
587.022600156378,"Android","Male"
3578.97153239371,"Android","Male"
2209.29289055438,"Android","Male"
577.841806692192,"Android","Male"
1932.3396794191,"Android","Male"
1222.81043107284,"Android","Male"
1766.09699028484,"Android","Male"
1339.43672017764,"Android","Male"
2747.03967156882,"Android","Male"
0,"Android","Male"
957.780054032992,"Android","Male"
1190.06825721651,"Android","Male"
624.849294733702,"Android","Male"
598.096459797752,"Android","Male"
1410.48324128618,"Android","Male"
1298.81336043341,"Android","Male"
0,"Android","Male"
2704.74146704628,"Android","Male"
1694.22355245277,"Android","Male"
2221.54218181374,"Android","Male"
1019.05057623455,"Android","Male"
0,"Android","Male"
1949.82133823488,"Android","Male"
1224.70646661317,"Android","Male"
1625.00837246986,"Android","Male"
1669.53006824059,"Android","Male"
0,"Android","Male"
1734.59915673193,"Android","Male"
1268.58806266104,"Android","Male"
1269.6822761428,"Android","Male"
2506.79306771478,"Android","Male"
0,"Android","Male"
1670.65442949913,"Android","Male"
3576.73330275378,"Android","Male"
3241.06250126069,"Android","Male"
1890.82190441464,"Android","Male"
2268.61477718877,"Android","Male"
508.807394679098,"Android","Male"
